,hashtag_name,owner_id,short_code,likes_count,comments_count,post_description
0,устьеднепра,10727204384,BzQSu1doJ2w,15,1,"🐵🍌🐒🍍
.
.
.
#Poledance #polesport #sport #полденс #таннцнапилоне #пилон #счастье #устьеднепра #дельтаднепра #отдых #река #красота"
1,устьеднепра,1660011668,BU_HOWNB0Ny,199,4,"С добрым утром  всех-всех!#лето#устьеднепра#югукраины#природавокругнас#летняяпрохлада#мирмоимиглазами#live_in_kherson#z_kherson#khersongram#vscoua#vsconature#dnepr#river#summerday#instaphoto#instanature#rest"
2,устьеднепра,1660011668,BU_I8vBBc07,206,3,"#наберегуреки#коряга#летнийдень#прохлада#мирмоимиглазами#природавокругнас#устьеднепра#summerday#river#vscoua#instanature#insta_ukraine"
6,устьеднепра,4213127343,BOVBOhggb89,12,0,#я#мои#сторожевые#гуси##устьеднепра
